t,f,ferr,mask
2912.834616,1.000331384,6.86714E-05,FALSE
2912.855048,1.000120287,6.86569E-05,FALSE
2912.87548,1.000033272,6.8642E-05,FALSE
2912.895912,1.000036767,6.86306E-05,FALSE
2912.916344,1.000031409,6.86004E-05,FALSE
2912.936776,1.000069083,6.8602E-05,FALSE
2912.957208,1.000088208,6.85906E-05,FALSE
2912.97764,1.000093783,6.85766E-05,FALSE
2912.998072,0.999998905,6.85544E-05,FALSE
2913.018504,1.000012123,6.85421E-05,FALSE
2913.038936,1.000308203,6.85208E-05,FALSE
2913.059368,1.000083698,6.84892E-05,FALSE
2913.0798,1.000060306,6.84796E-05,FALSE
2913.100232,1.0000434,6.84646E-05,FALSE
2913.120664,1.000319518,6.8431E-05,FALSE
2913.141096,1.000069508,6.83969E-05,FALSE
2913.161528,1.002527737,6.82402E-05,TRUE
2913.18196,0.999777753,6.88E-05,FALSE
2913.202392,0.999975681,6.87902E-05,FALSE
2913.222824,0.999851876,6.87797E-05,FALSE
2913.243256,0.999660989,6.87441E-05,FALSE
2913.263688,0.999882284,6.87424E-05,FALSE
2913.28412,0.999906735,6.87239E-05,FALSE
2913.304552,0.999901409,6.87076E-05,FALSE
2913.324984,0.999827657,6.86981E-05,FALSE
2913.345416,0.999925788,6.86845E-05,FALSE
2913.365848,1.000178275,6.86801E-05,FALSE
2913.38628,1.00004352,6.86465E-05,FALSE
2913.406712,1.000008401,6.86408E-05,FALSE
2913.427144,0.999993373,6.86299E-05,FALSE
2913.447576,0.999991082,6.85997E-05,FALSE
2913.468008,1.000002113,6.86031E-05,FALSE
2913.48844,1.000188699,6.858E-05,FALSE
2913.508872,1.000139804,6.85654E-05,FALSE
2913.529304,1.000173631,6.85527E-05,FALSE
2913.549736,1.000039215,6.85294E-05,FALSE
2913.570168,1.000000179,6.85147E-05,FALSE
2913.5906,1.000157377,6.85178E-05,FALSE
2913.611032,1.000174017,6.84881E-05,FALSE
2913.631464,1.000200755,6.84605E-05,FALSE
2913.651896,0.999982709,6.89439E-05,TRUE
2913.672328,0.999928596,6.89537E-05,FALSE
2913.69276,0.999766014,6.89528E-05,FALSE
2913.713192,1.000097165,6.89327E-05,FALSE
2913.733624,1.000217673,6.89299E-05,FALSE
2913.754056,0.999895253,6.89084E-05,FALSE
2913.774488,0.999774301,6.88936E-05,FALSE
2913.79492,0.999969903,6.88792E-05,FALSE
2913.815352,0.999898209,6.88743E-05,FALSE
2913.835784,1.000049092,6.8865E-05,FALSE
2913.856216,0.999937535,6.88475E-05,FALSE
2913.876648,1.000002523,6.88415E-05,FALSE
2913.89708,0.999914375,6.88242E-05,FALSE
2913.917512,0.999825531,6.88092E-05,FALSE
2913.937943,1.000058022,6.88078E-05,FALSE
2913.958375,1.000024432,6.88054E-05,FALSE
2913.978807,1.000336238,6.88048E-05,FALSE
2913.999239,1.000294464,6.87856E-05,FALSE
2914.019671,1.000152411,6.87624E-05,FALSE
2914.040103,1.000201017,6.87645E-05,FALSE
2914.060535,1.000086517,6.87528E-05,FALSE
2914.080967,1.000151994,6.87495E-05,FALSE
2914.101399,1.000084252,6.87321E-05,FALSE
2914.121831,1.000013471,6.87247E-05,FALSE
2914.142263,1.00016391,6.86971E-05,FALSE
2914.162695,1.000247507,6.86836E-05,FALSE
2914.183127,0.999983857,6.86682E-05,FALSE
2914.203559,1.000369188,6.86739E-05,FALSE
2914.223991,1.0002692,6.86701E-05,FALSE
2914.244423,1.0001522,6.86558E-05,FALSE
2914.264855,1.000401629,6.86359E-05,FALSE
2914.285287,1.000277235,6.86313E-05,FALSE
2914.305719,1.0003026,6.86205E-05,FALSE
2914.326151,1.000302086,6.86049E-05,FALSE
2914.346583,1.000318351,6.85974E-05,FALSE
2914.367015,1.000388133,6.8585E-05,FALSE
2914.387447,1.00043505,6.85849E-05,FALSE
2914.407879,0.999295994,6.85572E-05,FALSE
2914.428311,0.999137248,6.85363E-05,FALSE
2914.448743,0.999320955,6.85307E-05,FALSE
2914.469175,0.999358507,6.85255E-05,FALSE
2914.489606,0.999881363,6.85375E-05,FALSE
2914.510038,1.00009777,6.85342E-05,FALSE
2914.53047,1.000198823,6.85206E-05,FALSE
2914.550902,1.000343045,6.85294E-05,FALSE
2914.571334,1.000190217,6.85237E-05,FALSE
2914.591766,1.000261535,6.85108E-05,FALSE
2914.612198,1.000191937,6.84878E-05,FALSE
2914.63263,1.000217381,6.90168E-05,TRUE
2914.653062,1.000080578,6.90703E-05,FALSE
2914.673494,1.000042324,6.90616E-05,FALSE
2914.693926,0.999967541,6.90537E-05,FALSE
2914.714358,1.00009566,6.90519E-05,TRUE
2914.73479,0.999976269,6.9037E-05,TRUE
2914.755222,1.000157474,6.90222E-05,FALSE
2914.775654,1.000152202,6.90201E-05,FALSE
2914.796086,1.000075263,6.90079E-05,FALSE
2914.816518,1.000346465,6.90127E-05,FALSE
2914.83695,1.000089058,6.90027E-05,FALSE
2914.857382,1.00004079,6.8999E-05,FALSE
2914.877814,1.000113994,6.89925E-05,FALSE
2914.898246,1.000122688,6.89801E-05,FALSE
2914.918678,1.000169523,6.8978E-05,FALSE
2914.939109,1.000382134,6.89873E-05,FALSE
2914.959541,1.000176857,6.89872E-05,FALSE
2914.979973,1.000177434,6.89781E-05,FALSE
2915.000405,1.000114918,6.8954E-05,FALSE
2915.020837,1.000183275,6.8952E-05,FALSE
2915.041269,1.000228249,6.89444E-05,FALSE
2915.061701,1.000235471,6.89403E-05,FALSE
2915.082133,1.000417701,6.89206E-05,FALSE
2915.102565,1.00031473,6.89178E-05,FALSE
2915.122997,1.006253649,6.93663E-05,TRUE
2915.143429,1.000113027,6.91919E-05,TRUE
2915.163861,1.000213845,6.95651E-05,FALSE
2915.184293,1.000090424,6.9562E-05,FALSE
2915.204725,1.000261449,6.95759E-05,FALSE
2915.225157,1.000074468,6.95725E-05,FALSE
2915.245589,1.000087613,6.95623E-05,FALSE
2915.266021,1.000160647,6.95665E-05,FALSE
2915.286452,1.00009513,6.95567E-05,FALSE
2915.306885,1.000129138,6.9538E-05,FALSE
2915.327316,1.000070891,6.95302E-05,FALSE
2915.347748,1.000216119,6.95305E-05,FALSE
2915.36818,1.000026598,6.9511E-05,FALSE
2915.388612,1.000164542,6.95178E-05,FALSE
2915.409044,1.000106422,6.95181E-05,FALSE
2915.429476,1.000133174,6.95169E-05,FALSE
2915.449908,1.000025604,6.95392E-05,FALSE
2915.47034,0.999969157,6.95382E-05,FALSE
2915.490772,0.999958392,6.95271E-05,FALSE
2915.511204,0.999684628,6.95179E-05,FALSE
2915.531636,0.999579649,6.95147E-05,FALSE
2915.552068,0.999437964,6.95036E-05,FALSE
2915.5725,0.999159296,6.94936E-05,FALSE
2915.592932,0.999420489,6.95014E-05,FALSE
2915.613364,0.999735377,6.9522E-05,FALSE
2915.633795,1.000192633,6.95289E-05,FALSE
2915.654227,1.007291012,7.00005E-05,TRUE
2915.674659,1.007327107,6.99831E-05,TRUE
2915.695091,1.007363203,6.99676E-05,TRUE
2915.715523,1.000425321,6.94696E-05,FALSE
2915.735955,1.000104664,6.94587E-05,FALSE
2915.756387,1.000332273,6.94545E-05,FALSE
2915.776819,1.000171415,6.94735E-05,FALSE
2915.797251,1.000254104,6.94658E-05,FALSE
2915.817683,1.00011509,6.94533E-05,FALSE
2915.838115,1.000206413,6.94607E-05,FALSE
2915.858547,0.999154112,6.94243E-05,FALSE
2915.878979,0.998871229,6.9414E-05,FALSE
2915.899411,0.998901645,6.94029E-05,FALSE
2915.919842,0.998766701,6.93976E-05,TRUE
2915.940274,0.998865376,6.94068E-05,FALSE
2915.960706,0.999371409,6.9419E-05,FALSE
2915.981138,1.000501056,6.94348E-05,FALSE
2916.00157,1.000142103,6.94154E-05,FALSE
2916.022002,1.000126253,6.94129E-05,TRUE
2916.042434,1.000285764,6.94065E-05,FALSE
2916.062866,1.00005646,6.94013E-05,FALSE
2916.083298,1.00012095,6.9382E-05,FALSE
2916.10373,1.00021995,6.93782E-05,FALSE
2916.124162,1.000045136,6.93766E-05,FALSE
2916.144594,1.000224142,6.93814E-05,FALSE
2916.165026,1.00011144,6.93696E-05,FALSE
2916.185457,1.000056264,6.93512E-05,FALSE
2916.205889,1.0000502,6.93349E-05,FALSE
2916.226321,1.000048879,6.93397E-05,FALSE
2916.246753,0.999981773,6.9334E-05,FALSE
2916.267185,1.000161027,6.93288E-05,FALSE
2916.287617,1.000035125,6.93453E-05,FALSE
2916.308049,1.000006286,6.93418E-05,FALSE
2916.328481,0.999864891,6.93411E-05,FALSE
2916.348913,1.000185585,6.93501E-05,FALSE
2916.369345,1.000082685,6.93523E-05,FALSE
2916.389777,0.999999135,6.93493E-05,FALSE
2916.410209,1.000110127,6.93551E-05,FALSE
2916.43064,0.99992076,6.93716E-05,TRUE
2916.451072,0.999777261,6.93974E-05,FALSE
2916.471504,1.001208541,6.94297E-05,TRUE
2916.491936,0.999995209,6.93798E-05,FALSE
2916.512368,0.999970313,6.93571E-05,FALSE
2916.5328,0.999955067,6.93394E-05,FALSE
2916.553232,0.999966742,6.93392E-05,FALSE
2916.573664,1.000072084,6.93661E-05,FALSE
2916.594096,0.999892973,6.93865E-05,FALSE
2916.614528,1.000094374,6.94219E-05,FALSE
2916.63496,1.000058398,6.94402E-05,FALSE
2916.655391,1.000286126,6.949E-05,TRUE
2916.675823,1.00010807,6.95291E-05,FALSE
2916.696255,1.000202065,6.95384E-05,FALSE
2916.716687,1.000401754,6.95384E-05,FALSE
2916.737119,1.000301985,6.95334E-05,FALSE
2916.757551,0.999913297,6.95206E-05,FALSE
2916.777983,0.999948327,6.95263E-05,FALSE
2916.798415,0.999773298,6.95058E-05,FALSE
2916.818847,1.00009294,6.95301E-05,FALSE
2916.839279,1.000281805,6.95407E-05,FALSE
2916.859711,1.000154554,6.95466E-05,TRUE
2916.880143,1.000114144,6.9547E-05,FALSE
2916.900574,1.000196763,6.9554E-05,FALSE
2916.921006,1.000018935,6.9583E-05,FALSE
2916.941438,0.999952022,6.96139E-05,FALSE
2916.96187,0.999987564,6.96514E-05,FALSE
2916.982302,1.000094784,6.97035E-05,FALSE
2917.002734,0.999982457,6.97629E-05,FALSE
2917.023166,1.000408002,6.98211E-05,FALSE
2917.043598,1.000702758,6.98868E-05,FALSE
2917.06403,1.000291446,6.99238E-05,FALSE
2917.084462,1.008525982,6.99172E-05,TRUE
2917.104893,0.999906257,6.9297E-05,FALSE
2917.125325,1.000128893,6.93014E-05,FALSE
2917.145757,1.000088227,6.93195E-05,FALSE
2917.166189,1.000039545,6.93358E-05,FALSE
2917.186621,1.000041631,6.93601E-05,FALSE
2917.207053,1.000112136,6.93892E-05,FALSE
2917.227485,1.000099066,6.94048E-05,FALSE
2917.247917,1.000050843,6.9417E-05,FALSE
2917.268349,1.000121854,6.94162E-05,FALSE
2917.288781,1.000051637,6.94105E-05,FALSE
2917.309212,0.999949465,6.94104E-05,FALSE
2917.329644,1.000081544,6.94154E-05,FALSE
2917.350076,1.000182533,6.94271E-05,FALSE
2917.370508,1.000205405,6.94592E-05,FALSE
2917.39094,1.000360235,6.94733E-05,FALSE
2917.411372,1.000009002,6.94665E-05,FALSE
2917.431804,1.000135003,6.94873E-05,FALSE
2917.452236,1.000147807,6.95027E-05,FALSE
2917.472668,1.00009525,6.95037E-05,FALSE
2917.493099,1.000091369,6.951E-05,FALSE
2917.513531,1.000309137,6.95513E-05,FALSE
2917.533963,1.0000791,6.9546E-05,FALSE
2917.554395,0.999931398,6.95489E-05,FALSE
2917.574827,0.999905579,6.95515E-05,FALSE
2917.595259,0.999927689,6.95513E-05,FALSE
2917.615691,1.000156611,6.95594E-05,FALSE
2917.636123,1.000071642,6.95699E-05,FALSE
2917.656555,0.999922497,6.95831E-05,FALSE
2917.676987,0.999998394,6.9627E-05,FALSE
2917.697418,1.000121922,6.96281E-05,FALSE
2917.71785,0.999973566,6.96219E-05,FALSE
2917.738282,1.000018312,6.96264E-05,FALSE
2917.758714,1.000014072,6.96366E-05,FALSE
2917.779146,1.000065533,6.96481E-05,FALSE
2917.799578,1.000104196,6.96795E-05,FALSE
2917.82001,1.000094642,6.97151E-05,FALSE
2917.840442,1.000160083,6.97418E-05,FALSE
2917.860874,1.000255916,6.97578E-05,FALSE
2917.881305,1.000199111,6.97746E-05,FALSE
2917.901737,1.000200534,6.9836E-05,FALSE
2917.922169,1.000160213,6.98738E-05,FALSE
2917.942601,1.000345483,6.99097E-05,FALSE
2917.963033,0.999816669,6.99568E-05,FALSE
2917.983465,0.99990727,6.99997E-05,FALSE
2918.003897,0.999763957,7.00372E-05,TRUE
2918.024329,0.999944559,7.00921E-05,FALSE
2918.04476,1.000122205,7.01437E-05,FALSE
2918.065192,1.000240808,6.92301E-05,TRUE
2918.085624,1.000227815,6.90827E-05,FALSE
2918.106056,0.9999243,6.90978E-05,FALSE
2918.126488,1.000094131,6.9124E-05,FALSE
2918.14692,1.000146462,6.91223E-05,FALSE
2918.167352,1.000301452,6.91348E-05,FALSE
2918.187784,1.000194612,6.9132E-05,FALSE
2918.208215,1.000149826,6.91297E-05,FALSE
2918.228647,1.000178132,6.91242E-05,FALSE
2918.249079,1.000140357,6.9137E-05,FALSE
2918.269511,1.00017713,6.91468E-05,FALSE
2918.289943,1.000336515,6.91628E-05,FALSE
2918.310375,1.000178751,6.91666E-05,FALSE
2918.330807,1.000147232,6.91619E-05,FALSE
2918.351239,1.000189977,6.91687E-05,FALSE
2918.371671,1.00016106,6.91683E-05,FALSE
2918.392102,0.999947926,6.91717E-05,FALSE
2918.412534,0.999324346,6.91658E-05,FALSE
2918.432966,0.999102111,6.91751E-05,FALSE
2918.453398,0.998914544,6.91906E-05,FALSE
2918.47383,0.998868543,6.92148E-05,FALSE
2918.494262,0.998811034,6.92358E-05,FALSE
2918.514694,0.999275446,6.92563E-05,FALSE
2918.535125,0.999871344,6.92882E-05,FALSE
2918.555557,0.999934656,6.93141E-05,FALSE
2918.575989,0.999903776,6.9341E-05,FALSE
2918.596421,0.999851953,6.93517E-05,FALSE
2918.616853,1.000292935,6.93871E-05,FALSE
2918.637285,1.000038738,6.93954E-05,FALSE
2918.657717,0.999888093,6.94179E-05,FALSE
2918.678149,1.000154381,6.9462E-05,FALSE
2918.69858,1.000103231,6.94995E-05,FALSE
2918.719012,0.999880586,6.95169E-05,FALSE
2918.739444,0.99998079,6.95583E-05,FALSE
2918.759876,0.999956652,6.96146E-05,FALSE
2918.780308,1.000122024,6.96478E-05,FALSE
2918.80074,1.000100677,6.96673E-05,FALSE
2918.821172,1.000082012,6.97017E-05,FALSE
2918.841603,1.000197656,6.97799E-05,FALSE
2918.862035,1.00024909,6.98537E-05,FALSE
2918.882467,1.000321858,6.99471E-05,FALSE
2918.902899,1.000404926,7.00205E-05,FALSE
2918.923331,1.000456636,7.00935E-05,FALSE
2918.943763,1.000449521,7.01689E-05,FALSE
2918.964195,1.000437938,7.02471E-05,FALSE
2918.984627,1.000565807,7.0332E-05,FALSE
2919.005058,1.000404615,7.0398E-05,FALSE
2919.02549,1.000330869,7.04372E-05,FALSE
2919.045922,1.005819684,7.00937E-05,TRUE
2919.066354,0.999996705,6.948E-05,FALSE
2919.086786,1.000128677,6.95113E-05,FALSE
2919.107218,0.999860299,6.95527E-05,FALSE
2919.12765,0.999601465,6.95881E-05,FALSE
2919.148082,0.999677707,6.96423E-05,FALSE
2919.168513,0.99976191,6.97138E-05,FALSE
2919.188945,0.999982689,6.97644E-05,FALSE
2919.209377,1.000153448,6.9829E-05,FALSE
2919.229809,1.000252397,6.98536E-05,FALSE
2919.250241,1.000191476,6.99288E-05,FALSE
2919.270673,1.000306594,6.99886E-05,FALSE
2919.291105,1.00027017,6.9091E-05,TRUE
2919.311536,1.00005265,6.88278E-05,FALSE
2919.331968,1.000250279,6.88511E-05,FALSE
2919.3524,1.00016468,6.88566E-05,FALSE
2919.372832,1.000100407,6.88743E-05,FALSE
2919.393264,1.000323539,6.89005E-05,FALSE
2919.413696,1.000205165,6.89044E-05,FALSE
2919.434127,1.00003978,6.89299E-05,FALSE
2919.454559,1.000144196,6.89429E-05,FALSE
2919.474991,1.000046686,6.89632E-05,FALSE
2919.495423,1.0000647,6.89691E-05,FALSE
2919.515855,1.000201375,6.89883E-05,FALSE
2919.536287,0.999890592,6.89943E-05,FALSE
2919.556719,1.000045488,6.90184E-05,FALSE
2919.577151,1.000059346,6.90244E-05,FALSE
2919.597582,1.000056074,6.90348E-05,FALSE
2919.618014,1.00008026,6.90361E-05,FALSE
2919.638446,1.000234712,6.90502E-05,FALSE
2919.658878,1.000289078,6.90655E-05,TRUE
2919.67931,1.000108067,6.90858E-05,FALSE
2919.699742,1.000146931,6.9093E-05,FALSE
2919.720173,1.000181237,6.91124E-05,FALSE
2919.740605,1.000140554,6.9135E-05,FALSE
2919.761037,0.999995348,6.91358E-05,FALSE
2919.781469,1.00008395,6.91826E-05,FALSE
2919.801901,0.999956217,6.92034E-05,FALSE
2919.822333,1.000050106,6.92253E-05,FALSE
2919.842765,0.999921313,6.92502E-05,FALSE
2919.863196,1.000186486,6.92999E-05,FALSE
2919.883628,0.999963359,6.93138E-05,FALSE
2919.90406,1.000079519,6.9353E-05,FALSE
2919.924492,0.999939397,6.93945E-05,FALSE
2919.944924,0.999920533,6.94277E-05,FALSE
2919.965356,0.999882418,6.94696E-05,FALSE
2919.985787,1.000038171,6.95275E-05,FALSE
2920.006219,0.999970814,6.95712E-05,FALSE
2920.026651,0.999999996,6.96253E-05,FALSE
2920.047083,1.000066445,6.97355E-05,FALSE
2920.067515,1.000107333,6.97869E-05,FALSE
2920.087947,1.000176162,6.98681E-05,FALSE
2920.108378,1.000306859,6.99341E-05,FALSE
2920.12881,1.000239326,7.0015E-05,FALSE
2920.149242,1.000338625,7.01181E-05,FALSE
2920.169674,1.00038887,7.02177E-05,FALSE
2920.190106,1.000346172,7.03301E-05,FALSE
2920.210538,1.001792344,7.04585E-05,TRUE
2920.23097,0.999980773,7.05284E-05,FALSE
2920.251401,0.99976375,7.06207E-05,FALSE
2920.271833,0.908805681,6.85812E-05,TRUE
2920.292265,1.000382408,6.99751E-05,FALSE
2920.312697,1.00028735,7.00802E-05,FALSE
2920.333129,1.00041328,7.01706E-05,FALSE
2920.353561,1.000203699,7.02662E-05,FALSE
2920.373992,1.000242519,7.03834E-05,FALSE
2920.394424,1.00017091,7.04754E-05,FALSE
2920.414856,1.000082813,7.04752E-05,FALSE
2920.435288,0.999999532,7.0491E-05,FALSE
2920.45572,1.000026606,7.05421E-05,FALSE
2920.476152,0.999819338,7.06067E-05,FALSE
2920.496583,0.999948493,7.0675E-05,FALSE
2920.517015,0.999907221,6.91809E-05,TRUE
2920.537447,1.00012553,6.89506E-05,FALSE
2920.557879,1.000104729,6.89696E-05,FALSE
2920.578311,1.000060783,6.89741E-05,FALSE
2920.598743,1.000229913,6.90039E-05,FALSE
2920.619174,1.000060815,6.90234E-05,FALSE
2920.639606,1.000134581,6.904E-05,FALSE
2920.660038,1.00012174,6.90436E-05,FALSE
2920.68047,1.000162316,6.90694E-05,FALSE
2920.700902,1.000042246,6.90975E-05,FALSE
2920.721334,0.999909752,6.90951E-05,FALSE
2920.741765,1.000004798,6.91285E-05,FALSE
2920.762197,0.999713958,6.91742E-05,FALSE
2920.782629,0.999944231,6.9238E-05,FALSE
2920.803061,0.999950139,6.92826E-05,FALSE
2920.823493,1.000058358,6.93488E-05,FALSE
2920.843925,1.000192959,6.93908E-05,FALSE
2920.864356,0.999922341,6.94511E-05,FALSE
2920.884788,1.000091644,6.94885E-05,FALSE
2920.90522,0.999940214,6.95441E-05,FALSE
2920.925652,0.999444473,6.95871E-05,FALSE
2920.946084,0.99928535,6.96691E-05,FALSE
2920.966515,0.999272956,6.97765E-05,FALSE
2920.986947,0.999529048,6.98637E-05,FALSE
2921.007379,1.002579459,6.8998E-05,TRUE
2921.027811,1.000186429,6.89749E-05,FALSE
2921.048243,1.000216373,6.89861E-05,FALSE
2921.068674,1.0003348,6.90182E-05,FALSE
2921.089106,1.000319543,6.90325E-05,FALSE
2921.109538,1.00032568,6.90374E-05,FALSE
2921.12997,1.000307497,6.90637E-05,FALSE
2921.150402,1.000690755,6.90922E-05,FALSE
2921.170834,1.000068469,6.90759E-05,FALSE
2921.191266,1.000137601,6.91018E-05,FALSE
2921.211697,1.000094576,6.91262E-05,FALSE
2921.232129,1.000040349,6.91313E-05,FALSE
2921.252561,1.000018435,6.91478E-05,FALSE
2921.272993,1.000050939,6.91677E-05,FALSE
2921.293425,0.999989605,6.91688E-05,FALSE
2921.313857,1.000102553,6.91682E-05,FALSE
2921.334288,1.000078535,6.91724E-05,FALSE
2921.35472,1.000062317,6.91923E-05,FALSE
2921.375152,1.000041565,6.91934E-05,FALSE
2921.395584,1.00006602,6.92196E-05,FALSE
2921.416015,1.000092712,6.92346E-05,FALSE
2921.436447,1.000136071,6.92935E-05,FALSE
2921.456879,0.999946744,6.93688E-05,TRUE
2921.477311,0.999710006,6.94247E-05,FALSE
2921.497737,0.999568755,6.94768E-05,FALSE
2921.518175,0.999478422,6.95087E-05,FALSE
2921.538606,0.999538241,6.95567E-05,FALSE
2921.559038,0.999269178,6.96344E-05,FALSE
2921.57947,0.999514137,6.97484E-05,FALSE
2921.599902,0.999692284,6.98292E-05,FALSE
2921.620334,1.000338271,6.99164E-05,FALSE
2921.640765,1.000325422,7.00546E-05,FALSE
2921.661197,1.000275497,7.01519E-05,FALSE
2921.681629,1.000090933,7.03037E-05,FALSE
2921.702061,0.999992404,7.04324E-05,FALSE
2921.722493,0.999943885,7.05873E-05,FALSE
2921.742925,1.00008909,6.95164E-05,TRUE
2921.763356,1.000213019,6.94065E-05,FALSE
2921.783788,1.000037347,6.94725E-05,TRUE
2921.80422,0.99986878,6.95634E-05,FALSE
2921.824652,1.000227198,6.9644E-05,FALSE
2921.845084,1.000249246,6.97463E-05,FALSE
2921.865515,1.000240744,6.98357E-05,FALSE
2921.885947,1.000456243,6.99552E-05,FALSE
2921.906379,1.00023789,7.00714E-05,FALSE
2921.926811,1.000293925,7.01966E-05,FALSE
2921.947243,1.000017809,7.03029E-05,FALSE
2921.967674,0.999884945,7.04417E-05,FALSE
2921.988106,1.000032733,6.93753E-05,TRUE
2922.008538,0.999905383,6.93397E-05,FALSE
2922.02897,1.000015311,6.94003E-05,FALSE
2922.049402,1.000003562,6.94782E-05,FALSE
2922.069833,0.999901001,6.95726E-05,FALSE
2922.090265,0.999961584,6.9644E-05,FALSE
2922.110697,1.000105367,6.97592E-05,FALSE
2922.131129,1.000354054,6.98916E-05,FALSE
2922.151561,1.000819291,7.00252E-05,FALSE
2922.171993,1.000092812,7.01314E-05,FALSE
2922.192424,1.000124377,7.03024E-05,FALSE
2922.212856,0.999862071,7.04853E-05,FALSE
2922.233288,0.999956783,6.90452E-05,TRUE
2922.25372,0.999987399,6.88812E-05,FALSE
2922.274152,1.000033056,6.89027E-05,FALSE
2922.294583,1.000197422,6.89355E-05,FALSE
2922.315015,1.000020858,6.89445E-05,FALSE
2922.335447,1.000158069,6.89778E-05,FALSE
2922.355879,1.000154994,6.90121E-05,FALSE
2922.37631,1.000110314,6.90438E-05,FALSE
2922.396742,0.999972795,6.9086E-05,FALSE
2922.417174,1.000103487,6.91308E-05,TRUE
2922.437606,1.000166095,6.91724E-05,FALSE
2922.458038,0.999934728,6.92175E-05,FALSE
2922.478469,1.000271123,6.92723E-05,FALSE
2922.498901,1.000167225,6.93264E-05,FALSE
2922.519333,0.999949958,6.9388E-05,FALSE
2922.539765,1.000081172,6.94625E-05,FALSE
2922.560197,0.999874222,6.95626E-05,FALSE
2922.580628,1.000532921,6.96562E-05,FALSE
2922.60106,1.000130051,6.97522E-05,FALSE
2922.621492,1.00035742,6.98821E-05,FALSE
2922.641924,1.000319984,7.00285E-05,FALSE
2922.662356,1.000234496,7.0172E-05,FALSE
2922.682787,1.000006326,7.02912E-05,FALSE
2922.703219,1.000001896,7.04023E-05,FALSE
2922.723651,0.999832858,6.9401E-05,TRUE
2922.744083,1.000116014,6.93348E-05,FALSE
2922.764515,1.000120393,6.94243E-05,FALSE
2922.784946,1.000009119,6.95454E-05,FALSE
2922.805378,1.000051349,6.96527E-05,FALSE
2922.82581,1.000263936,6.97858E-05,FALSE
2922.846242,1.000314579,6.99934E-05,FALSE
2922.866674,1.000418047,7.02069E-05,FALSE
2922.887105,0.999833266,7.04E-05,FALSE
2922.907537,0.999693456,7.06603E-05,FALSE
2922.927969,0.999572293,7.09403E-05,FALSE
2922.948401,0.999183513,7.11635E-05,TRUE
2922.968832,1.00154662,6.91458E-05,TRUE
2922.989264,1.000243296,6.91289E-05,TRUE
2923.009696,1.000222454,6.90559E-05,FALSE
2923.030128,1.000284514,6.90955E-05,FALSE
2923.05056,1.000094848,6.91418E-05,FALSE
2923.070991,1.000187422,6.91869E-05,FALSE
2923.091423,1.00005422,6.92275E-05,FALSE
2923.111855,1.000115561,6.92848E-05,FALSE
2923.132287,1.000113889,6.93387E-05,FALSE
2923.152719,1.000355668,6.93857E-05,FALSE
2923.17315,1.000084521,6.94433E-05,FALSE
2923.193582,1.000059622,6.95253E-05,FALSE
2923.214014,1.000357851,6.90097E-05,TRUE
2923.234446,1.000011882,6.88687E-05,FALSE
2923.254878,1.00017922,6.89085E-05,FALSE
2923.275309,1.000085073,6.89155E-05,FALSE
2923.295741,1.000110592,6.89492E-05,FALSE
2923.316173,1.000269566,6.89887E-05,FALSE
2923.336605,1.000372275,6.90177E-05,FALSE
2923.357036,1.000108825,6.90517E-05,FALSE
2923.377468,1.000167899,6.90849E-05,FALSE
2923.3979,1.000212644,6.91103E-05,FALSE
2923.418332,1.000216381,6.91702E-05,FALSE
2923.438764,1.000231083,6.92193E-05,FALSE
2923.459195,1.000150243,6.92916E-05,FALSE
2923.479627,1.000253146,6.93538E-05,FALSE
2923.500059,1.000125371,6.94099E-05,FALSE
2923.520491,1.000037774,6.94612E-05,FALSE
2923.540922,1.000137951,6.95163E-05,FALSE
2923.561354,1.000028716,6.95763E-05,FALSE
2923.581786,1.000309848,6.96589E-05,FALSE
2923.602218,1.000321013,6.97591E-05,FALSE
2923.62265,1.000204717,6.98777E-05,FALSE
2923.643081,1.000435105,6.9979E-05,FALSE
2923.663513,1.000498888,7.00815E-05,FALSE
2923.683945,1.000541783,7.01901E-05,FALSE
2923.704377,1.000251427,6.9107E-05,TRUE
2923.724808,1.000118704,6.89801E-05,FALSE
2923.74524,1.000255885,6.90221E-05,FALSE
2923.765672,1.000212682,6.90451E-05,FALSE
2923.786104,1.000208917,6.90874E-05,FALSE
2923.806535,0.999905698,6.91137E-05,FALSE
2923.826967,0.99976467,6.91627E-05,FALSE
2923.847399,0.999840515,6.92081E-05,FALSE
2923.867831,0.999727288,6.92601E-05,FALSE
2923.888263,1.000096383,6.93281E-05,FALSE
2923.908694,1.000093735,6.93785E-05,FALSE
2923.929126,1.000084406,6.94429E-05,FALSE
2923.949558,0.999994301,6.95405E-05,FALSE
2923.96999,1.000025002,6.96473E-05,FALSE
2923.990421,1.000170777,6.97865E-05,FALSE
2924.010853,1.000250663,6.99267E-05,FALSE
2924.031285,1.000478292,7.0084E-05,FALSE
2924.051717,1.00017416,7.02875E-05,FALSE
2924.072148,0.999964405,7.0488E-05,FALSE
2924.09258,0.999771126,7.07098E-05,FALSE
2924.113012,0.999091539,7.0872E-05,FALSE
2924.133444,0.998475162,7.1067E-05,TRUE
2924.153876,0.997631273,7.13735E-05,TRUE
2924.174307,0.997295475,7.16336E-05,TRUE
2924.194739,0.997972296,6.94388E-05,TRUE
2924.215171,0.998665575,6.92061E-05,TRUE
2924.235603,0.999869466,6.92785E-05,FALSE
